Performance Statistics   2016-04-07 00:00:00 - 2016-04-07 00:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Alumno.edit#ready                     0,0           0           0         0,0           1
gestionactividades$Alumno.edit#setItem                 301,0         301         301         0,0           1
gestionactividades$Alumno.edit#uiPermissions             0,0           0           0         0,0           1
gestionactividades$Alumno.edit#xml                      10,0          10          10         0,0           1
gestionactividades$Alumno.edit.windowActions#load         3,0           3           3         0,0           1
mainWindow#init                                         65,0          65          65         0,0           1
mainWindow#inject                                       30,0          30          30         0,0           1
mainWindow#load                                       1558,0        1558        1558         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                        1117,0        1117        1117         0,0           1
windowActions#xml                                        3,5           3           4         0,5           2

Performance Statistics   2016-04-07 15:04:00 - 2016-04-07 15:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           1
gestionactividades$Actividad.browse#inject               0,0           0           0         0,0           1
gestionactividades$Actividad.browse#load                83,0          83          83         0,0           1
gestionactividades$Actividad.browse#ready                0,0           0           0         0,0           1
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Actividad.browse#xml                  9,0           9           9         0,0           1
gestionactividades$Actividad.browse@actividadsDs        20,0          20          20         0,0           1

Performance Statistics   2016-04-07 15:06:00 - 2016-04-07 15:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:08:00 - 2016-04-07 15:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:10:00 - 2016-04-07 15:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:12:00 - 2016-04-07 15:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:14:00 - 2016-04-07 15:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:16:00 - 2016-04-07 15:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:18:00 - 2016-04-07 15:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:20:00 - 2016-04-07 15:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:22:00 - 2016-04-07 15:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:24:00 - 2016-04-07 15:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:26:00 - 2016-04-07 15:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:28:00 - 2016-04-07 15:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:30:00 - 2016-04-07 15:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:32:00 - 2016-04-07 15:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:34:00 - 2016-04-07 15:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:36:00 - 2016-04-07 15:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:38:00 - 2016-04-07 15:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:40:00 - 2016-04-07 15:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:42:00 - 2016-04-07 15:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:44:00 - 2016-04-07 15:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:46:00 - 2016-04-07 15:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:48:00 - 2016-04-07 15:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:50:00 - 2016-04-07 15:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:52:00 - 2016-04-07 15:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:54:00 - 2016-04-07 15:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:56:00 - 2016-04-07 15:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 15:58:00 - 2016-04-07 16:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 16:00:00 - 2016-04-07 16:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 16:02:00 - 2016-04-07 16:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 16:04:00 - 2016-04-07 16:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 16:06:00 - 2016-04-07 16:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           1
gestionactividades$Actividad.browse#inject              41,0          41          41         0,0           1
gestionactividades$Actividad.browse#load               622,0         622         622         0,0           1
gestionactividades$Actividad.browse#ready                0,0           0           0         0,0           1
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Actividad.browse#xml                269,0         269         269         0,0           1
gestionactividades$Actividad.browse@actividadsDs        90,0          90          90         0,0           1
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           1
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           2
gestionactividades$Actividad.edit#load                 204,0         204         204         0,0           1
gestionactividades$Actividad.edit#setItem               74,0          74          74         0,0           1
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Actividad.edit#xml                   22,0          22          22         0,0           1
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Actividad.edit@alumnosDs            111,0         111         111         0,0           1
windowActions#xml                                       16,0          16          16         0,0           1

Performance Statistics   2016-04-07 16:08:00 - 2016-04-07 16:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           2
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           4
gestionactividades$Actividad.edit#load                2168,0         916        3420      1252,0           2
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           2
gestionactividades$Actividad.edit#setItem               30,0          21          39         9,0           2
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           2
gestionactividades$Actividad.edit#xml                    9,5           9          10         0,5           2
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Actividad.edit@alumnosDs             33,0          13          53        20,0           2
windowActions#xml                                        7,0           4          10         3,0           2

Performance Statistics   2016-04-07 16:10:00 - 2016-04-07 16:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           2
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           4
gestionactividades$Actividad.edit#load                 256,5         189         324        67,5           2
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           2
gestionactividades$Actividad.edit#setItem               29,0          16          42        13,0           2
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           2
gestionactividades$Actividad.edit#xml                    5,0           4           6         1,0           2
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Actividad.edit@alumnosDs             32,0          23          41         9,0           2
windowActions#xml                                        3,5           3           4         0,5           2

Performance Statistics   2016-04-07 16:12:00 - 2016-04-07 16:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           3
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           6
gestionactividades$Actividad.edit#load                 132,7          25         208        78,1           3
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           3
gestionactividades$Actividad.edit#setItem               27,3          14          52        17,5           3
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           3
gestionactividades$Actividad.edit#xml                    7,3           7           8         0,5           3
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           3
gestionactividades$Actividad.edit@alumnosDs             50,0          33          74        17,5           3
gestionactividades$ActividadesAlumno.edit#init           0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit#inject         0,0           0           0         0,0           4
gestionactividades$ActividadesAlumno.edit#load          20,5          14          27         6,5           2
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit#setItem        24,0          19          29         5,0           2
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit#xml            4,5           4           5         0,5           2
gestionactividades$ActividadesAlumno.edit.windowActions#load         0,0           0           0         0,0           2
windowActions#xml                                        5,6           2          15         4,8           5

Performance Statistics   2016-04-07 16:14:00 - 2016-04-07 16:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-07 16:16:00 - 2016-04-07 16:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           1
gestionactividades$Actividad.edit#inject                 0,5           0           1         0,5           2
gestionactividades$Actividad.edit#load                 266,0         266         266         0,0           1
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           1
gestionactividades$Actividad.edit#setItem               18,0          18          18         0,0           1
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Actividad.edit#xml                    4,0           4           4         0,0           1
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Actividad.edit@alumnosDs             40,0          40          40         0,0           1
gestionactividades$ActividadesAlumno.edit#init           0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#inject         0,5           0           1         0,5           2
gestionactividades$ActividadesAlumno.edit#load         187,0         187         187         0,0           1
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#setItem         0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#xml            5,0           5           5         0,0           1
gestionactividades$ActividadesAlumno.edit.windowActions#load         1,0           1           1         0,0           1
windowActions#xml                                        4,5           4           5         0,5           2

Performance Statistics   2016-04-07 16:18:00 - 2016-04-07 16:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$ActividadesAlumno.edit#init          12,0          12          12         0,0           1
gestionactividades$ActividadesAlumno.edit#inject         0,5           0           1         0,5           2
gestionactividades$ActividadesAlumno.edit#load         320,0         320         320         0,0           1
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#setItem        67,0          67          67         0,0           1
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit#xml            6,0           6           6         0,0           1
gestionactividades$ActividadesAlumno.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$ActividadesAlumno.edit@actividadesDs        10,0          10          10         0,0           1
gestionactividades$ActividadesAlumno.edit@alumnosDs        14,0          14          14         0,0           1
windowActions#xml                                        3,0           3           3         0,0           1

Performance Statistics   2016-04-07 16:20:00 - 2016-04-07 16:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           1
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           2
gestionactividades$Actividad.edit#load                 159,0         159         159         0,0           1
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           1
gestionactividades$Actividad.edit#setItem                0,0           0           0         0,0           1
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Actividad.edit#xml                    8,0           8           8         0,0           1
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Actividad.edit@alumnosDs             41,0          41          41         0,0           1
gestionactividades$Direccion.browse#init                 0,0           0           0         0,0           2
gestionactividades$Direccion.browse#inject               0,0           0           0         0,0           2
gestionactividades$Direccion.browse#load                25,0          20          30         5,0           2
gestionactividades$Direccion.browse#ready                0,0           0           0         0,0           2
gestionactividades$Direccion.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$Direccion.browse#xml                  8,0           8           8         0,0           2
gestionactividades$Direccion.browse@direccionsDs        19,0          10          28         9,0           2
windowActions#xml                                        3,0           3           3         0,0           1

Performance Statistics   2016-04-07 16:24:00 - 2016-04-07 16:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           3
gestionactividades$Actividad.browse#inject               4,0           0          12         5,7           3
gestionactividades$Actividad.browse#load               590,3          21        1727       803,7           3
gestionactividades$Actividad.browse#ready                0,0           0           0         0,0           3
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           3
gestionactividades$Actividad.browse#xml                 19,0           7          43        17,0           3
gestionactividades$Actividad.browse@actividadsDs       423,3          13        1221       564,1           3
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           3
gestionactividades$Actividad.edit#inject                 0,5           0           3         1,1           6
gestionactividades$Actividad.edit#load                  92,0          18         233        99,7           3
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           3
gestionactividades$Actividad.edit#setItem               20,0           0          31        14,2           3
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           3
gestionactividades$Actividad.edit#xml                    8,7           5          11         2,6           3
gestionactividades$Actividad.edit.windowActions#load         1,0           0           3         1,4           3
gestionactividades$Actividad.edit@alumnosDs             46,3          19          84        27,5           3
gestionactividades$ActividadesAlumno.edit#init           8,5           1          16         7,5           2
gestionactividades$ActividadesAlumno.edit#inject         0,3           0           1         0,4           4
gestionactividades$ActividadesAlumno.edit#load          57,5          24          91        33,5           2
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit#setItem         0,5           0           1         0,5           2
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit#xml            8,0           6          10         2,0           2
gestionactividades$ActividadesAlumno.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$ActividadesAlumno.edit@actividadesDs        16,5           8          25         8,5           2
gestionactividades$ActividadesAlumno.edit@alumnosDs        25,0          23          27         2,0           2
gestionactividades$Direccion.browse#init                 0,0           0           0         0,0           1
gestionactividades$Direccion.browse#inject               0,0           0           0         0,0           1
gestionactividades$Direccion.browse#load                64,0          64          64         0,0           1
gestionactividades$Direccion.browse#ready                0,0           0           0         0,0           1
gestionactividades$Direccion.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Direccion.browse#xml                  6,0           6           6         0,0           1
gestionactividades$Direccion.browse@direccionsDs        16,0          16          16         0,0           1
gestionactividades$Direccion.edit#init                   0,0           0           0         0,0           1
gestionactividades$Direccion.edit#inject                 0,0           0           0         0,0           2
gestionactividades$Direccion.edit#load                  20,0          20          20         0,0           1
gestionactividades$Direccion.edit#ready                  0,0           0           0         0,0           1
gestionactividades$Direccion.edit#setItem                0,0           0           0         0,0           1
gestionactividades$Direccion.edit#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Direccion.edit#xml                    4,0           4           4         0,0           1
gestionactividades$Direccion.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Localidad.browse#init                 0,0           0           0         0,0           1
gestionactividades$Localidad.browse#inject               5,0           5           5         0,0           1
gestionactividades$Localidad.browse#load                57,0          57          57         0,0           1
gestionactividades$Localidad.browse#ready                0,0           0           0         0,0           1
gestionactividades$Localidad.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Localidad.browse#xml                 24,0          24          24         0,0           1
gestionactividades$Localidad.browse@localidadsDs        21,0          21          21         0,0           1
mainWindow#init                                         21,0           1          60        27,6           3
mainWindow#inject                                       22,0           0          57        25,0           3
mainWindow#load                                        521,3          19        1523       708,3           3
mainWindow#ready                                         0,0           0           0         0,0           3
mainWindow#uiPermissions                                 0,0           0           0         0,0           3
mainWindow#xml                                         269,7           6         797       372,9           3
windowActions#xml                                        3,8           2           6         1,3           6

Performance Statistics   2016-04-07 16:26:00 - 2016-04-07 16:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           1
gestionactividades$Actividad.browse#inject               0,0           0           0         0,0           1
gestionactividades$Actividad.browse#load                22,0          22          22         0,0           1
gestionactividades$Actividad.browse#ready                0,0           0           0         0,0           1
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Actividad.browse#xml                  8,0           8           8         0,0           1
gestionactividades$Actividad.browse@actividadsDs        15,0          15          15         0,0           1
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           1
gestionactividades$Actividad.edit#inject                 0,0           0           0         0,0           2
gestionactividades$Actividad.edit#load                  30,0          30          30         0,0           1
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           1
gestionactividades$Actividad.edit#setItem               29,0          29          29         0,0           1
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Actividad.edit#xml                   10,0          10          10         0,0           1
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Actividad.edit@alumnosDs             42,0          42          42         0,0           1
gestionactividades$ActividadesAlumno.edit#init           0,7           0           1         0,5           3
gestionactividades$ActividadesAlumno.edit#inject         0,0           0           0         0,0           6
gestionactividades$ActividadesAlumno.edit#load          24,7          19          33         6,0           3
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           3
gestionactividades$ActividadesAlumno.edit#setItem         8,3           0          25        11,8           3
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           3
gestionactividades$ActividadesAlumno.edit#xml            6,7           4           9         2,1           3
gestionactividades$ActividadesAlumno.edit.windowActions#load         0,0           0           0         0,0           3
gestionactividades$ActividadesAlumno.edit@actividadesDs        13,7          10          20         4,5           3
gestionactividades$ActividadesAlumno.edit@alumnosDs        15,7           7          26         7,8           3
gestionactividades$Alumno.browse#init                    0,0           0           0         0,0           2
gestionactividades$Alumno.browse#inject                  0,0           0           0         0,0           2
gestionactividades$Alumno.browse#load                   30,5          29          32         1,5           2
gestionactividades$Alumno.browse#ready                   0,0           0           0         0,0           2
gestionactividades$Alumno.browse#uiPermissions           0,0           0           0         0,0           2
gestionactividades$Alumno.browse#xml                     8,5           7          10         1,5           2
gestionactividades$Alumno.browse@alumnoesDs             10,0           8          12         2,0           2
gestionactividades$Alumno.edit#init                      0,0           0           0         0,0           4
gestionactividades$Alumno.edit#inject                    0,1           0           1         0,3           8
gestionactividades$Alumno.edit#load                    966,8          23        3305      1363,6           4
gestionactividades$Alumno.edit#ready                     0,0           0           0         0,0           4
gestionactividades$Alumno.edit#setItem                  64,5           0         111        43,3           4
gestionactividades$Alumno.edit#uiPermissions             0,0           0           0         0,0           4
gestionactividades$Alumno.edit#xml                       7,5           6           9         1,1           4
gestionactividades$Alumno.edit.windowActions#load         0,0           0           0         0,0           4
mainWindow#init                                          1,0           1           1         0,0           2
mainWindow#inject                                        0,0           0           0         0,0           2
mainWindow#load                                         17,5          13          22         4,5           2
mainWindow#ready                                         0,0           0           0         0,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           5,0           4           6         1,0           2
windowActions#xml                                        4,5           2           8         1,8           8

Performance Statistics   2016-04-07 16:28:00 - 2016-04-07 16:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Alumno.browse#init                    0,0           0           0         0,0           1
gestionactividades$Alumno.browse#inject                  0,0           0           0         0,0           1
gestionactividades$Alumno.browse#load                   23,0          23          23         0,0           1
gestionactividades$Alumno.browse#ready                   0,0           0           0         0,0           1
gestionactividades$Alumno.browse#uiPermissions           0,0           0           0         0,0           1
gestionactividades$Alumno.browse#xml                    14,0          14          14         0,0           1
gestionactividades$Alumno.browse@alumnoesDs             13,0          13          13         0,0           1
gestionactividades$Alumno.edit#init                      0,0           0           0         0,0           4
gestionactividades$Alumno.edit#inject                    0,0           0           0         0,0           8
gestionactividades$Alumno.edit#load                     26,0          16          47        12,5           4
gestionactividades$Alumno.edit#uiPermissions             0,0           0           0         0,0           4
gestionactividades$Alumno.edit#xml                       6,5           5           8         1,5           4
gestionactividades$Alumno.edit.windowActions#load         0,0           0           0         0,0           4
gestionactividades$Direccion.browse#init                 0,0           0           0         0,0           1
gestionactividades$Direccion.browse#inject               0,0           0           0         0,0           1
gestionactividades$Direccion.browse#load                23,0          23          23         0,0           1
gestionactividades$Direccion.browse#ready                0,0           0           0         0,0           1
gestionactividades$Direccion.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Direccion.browse#xml                  8,0           8           8         0,0           1
gestionactividades$Direccion.browse@direccionsDs        13,0          13          13         0,0           1
gestionactividades$Factura.browse#init                   0,0           0           0         0,0           1
gestionactividades$Factura.browse#inject                 0,0           0           0         0,0           1
gestionactividades$Factura.browse#load                  23,0          23          23         0,0           1
gestionactividades$Factura.browse#ready                  0,0           0           0         0,0           1
gestionactividades$Factura.browse#uiPermissions          0,0           0           0         0,0           1
gestionactividades$Factura.browse#xml                    5,0           5           5         0,0           1
gestionactividades$Factura.browse@facturasDs            14,0          14          14         0,0           1
gestionactividades$Factura.edit#init                     0,0           0           0         0,0           1
gestionactividades$Factura.edit#inject                   0,0           0           0         0,0           2
gestionactividades$Factura.edit#load                    21,0          21          21         0,0           1
gestionactividades$Factura.edit#ready                    0,0           0           0         0,0           1
gestionactividades$Factura.edit#setItem                121,0         121         121         0,0           1
gestionactividades$Factura.edit#uiPermissions            0,0           0           0         0,0           1
gestionactividades$Factura.edit#xml                      4,0           4           4         0,0           1
gestionactividades$Factura.edit.windowActions#load         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#init               0,0           0           0         0,0           1
gestionactividades$Responsable.browse#inject             0,0           0           0         0,0           1
gestionactividades$Responsable.browse#load              26,0          26          26         0,0           1
gestionactividades$Responsable.browse#ready              0,0           0           0         0,0           1
gestionactividades$Responsable.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Responsable.browse#xml                8,0           8           8         0,0           1
gestionactividades$Responsable.browse@responsablesDs        16,0          16          16         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         14,0          14          14         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           5,0           5           5         0,0           1
windowActions#xml                                        2,8           2           4         0,7           5

Performance Statistics   2016-04-07 16:32:00 - 2016-04-07 16:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           1
gestionactividades$Actividad.browse#inject               8,0           8           8         0,0           1
gestionactividades$Actividad.browse#load               679,0         679         679         0,0           1
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Actividad.browse#xml                 14,0          14          14         0,0           1
gestionactividades$Actividad.browse@actividadsDs       852,0         852         852         0,0           1
mainWindow#init                                         31,0          31          31         0,0           1
mainWindow#inject                                       22,0          22          22         0,0           1
mainWindow#load                                        561,0         561         561         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                         288,0         288         288         0,0           1

Performance Statistics   2016-04-07 16:34:00 - 2016-04-07 16:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
gestionactividades$Actividad.browse#init                 0,0           0           0         0,0           2
gestionactividades$Actividad.browse#inject               0,0           0           0         0,0           2
gestionactividades$Actividad.browse#load                26,5          21          32         5,5           2
gestionactividades$Actividad.browse#ready                0,0           0           0         0,0           3
gestionactividades$Actividad.browse#uiPermissions         0,0           0           0         0,0           2
gestionactividades$Actividad.browse#xml                  9,5           8          11         1,5           2
gestionactividades$Actividad.browse@actividadsDs        16,0          15          17         1,0           2
gestionactividades$Actividad.edit#init                   0,0           0           0         0,0           2
gestionactividades$Actividad.edit#inject                 0,5           0           2         0,9           4
gestionactividades$Actividad.edit#load                  26,0          19          33         7,0           2
gestionactividades$Actividad.edit#ready                  0,0           0           0         0,0           2
gestionactividades$Actividad.edit#setItem               12,5           0          25        12,5           2
gestionactividades$Actividad.edit#uiPermissions          0,0           0           0         0,0           2
gestionactividades$Actividad.edit#xml                    8,5           5          12         3,5           2
gestionactividades$Actividad.edit.windowActions#load         0,0           0           0         0,0           2
gestionactividades$Actividad.edit@alumnosDs             29,5          26          33         3,5           2
gestionactividades$ActividadesAlumno.edit#init           2,0           0           5         2,2           3
gestionactividades$ActividadesAlumno.edit#inject         0,2           0           1         0,4           6
gestionactividades$ActividadesAlumno.edit#load          27,3          13          42        11,8           3
gestionactividades$ActividadesAlumno.edit#ready          0,0           0           0         0,0           3
gestionactividades$ActividadesAlumno.edit#setItem         6,7           0          19         8,7           3
gestionactividades$ActividadesAlumno.edit#uiPermissions         0,0           0           0         0,0           3
gestionactividades$ActividadesAlumno.edit#xml            7,0           6           9         1,4           3
gestionactividades$ActividadesAlumno.edit.windowActions#load         0,3           0           1         0,5           3
gestionactividades$ActividadesAlumno.edit@actividadesDs         9,7           8          13         2,4           3
gestionactividades$ActividadesAlumno.edit@alumnosDs        13,3           9          20         4,8           3
gestionactividades$Alumno.browse#init                    0,0           0           0         0,0           1
gestionactividades$Alumno.browse#inject                  0,0           0           0         0,0           1
gestionactividades$Alumno.browse#load                   33,0          33          33         0,0           1
gestionactividades$Alumno.browse#ready                   0,0           0           0         0,0           1
gestionactividades$Alumno.browse#uiPermissions           0,0           0           0         0,0           1
gestionactividades$Alumno.browse#xml                     9,0           9           9         0,0           1
gestionactividades$Alumno.browse@alumnoesDs             22,0          22          22         0,0           1
gestionactividades$Alumno.edit#init                      0,0           0           0         0,0           2
gestionactividades$Alumno.edit#inject                    0,5           0           2         0,9           4
gestionactividades$Alumno.edit#load                    104,0          22         186        82,0           2
gestionactividades$Alumno.edit#ready                     0,0           0           0         0,0           2
gestionactividades$Alumno.edit#setItem                  29,0           9          49        20,0           2
gestionactividades$Alumno.edit#uiPermissions             0,0           0           0         0,0           2
gestionactividades$Alumno.edit#xml                       7,0           6           8         1,0           2
gestionactividades$Alumno.edit.windowActions#load         1,5           0           3         1,5           2
gestionactividades$Direccion.browse#init                 0,0           0           0         0,0           1
gestionactividades$Direccion.browse#inject               0,0           0           0         0,0           1
gestionactividades$Direccion.browse#load                37,0          37          37         0,0           1
gestionactividades$Direccion.browse#ready                0,0           0           0         0,0           1
gestionactividades$Direccion.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$Direccion.browse#xml                 14,0          14          14         0,0           1
