Performance Statistics   2016-04-07 00:00:00 - 2016-04-07 00:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
report$Report.browse#load                              202,0         202         202         0,0           1
report$Report.browse#ready                               0,0           0           0         0,0           1
report$Report.browse#uiPermissions                       0,0           0           0         0,0           1
report$Report.browse#xml                                21,0          21          21         0,0           1
report$Report.browse@reportDs                           23,0          23          23         0,0           1
report$Report.edit#companion                             0,0           0           0         0,0           1
report$Report.edit#init                                 22,0          22          22         0,0           1
report$Report.edit#inject                                0,4           0           2         0,7           8
report$Report.edit#load                                193,0         193         193         0,0           1
report$Report.edit#ready                                 0,0           0           0         0,0           1
report$Report.edit#setItem                              28,0          28          28         0,0           1
report$Report.edit#uiPermissions                         0,0           0           0         0,0           1
report$Report.edit#xml                                  34,0          34          34         0,0           1
report$Report.edit.formatsFrame#load                     0,0           0           0         0,0           1
report$Report.edit.generalFrame#load                    22,0          22          22         0,0           1
report$Report.edit.generalFrame.bandEditor#init          0,0           0           0         0,0           2
report$Report.edit.generalFrame.bandEditor#load          5,0           5           5         0,0           1
report$Report.edit.generalFrame.bandEditor#uiPermissions         0,0           0           0         0,0           2
report$Report.edit.localesFrame#load                     0,0           0           0         0,0           1
report$Report.edit.parametersFrame#load                  0,0           0           0         0,0           1
report$Report.edit.securityFrame#load                    1,0           1           1         0,0           1
report$Report.edit.templatesFrame#load                   1,0           1           1         0,0           1
report$Report.edit@groupsDs                              9,0           9           9         0,0           1
report$Report.edit@lookupRolesDs                        11,0          11          11         0,0           1
report$ReportTemplate.edit#companion                     2,0           2           2         0,0           1
report$ReportTemplate.edit#init                          0,0           0           0         0,0           1
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           3
report$ReportTemplate.edit#load                         73,0          73          73         0,0           1
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           1
report$ReportTemplate.edit#setItem                      29,0          29          29         0,0           1
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           1
report$ReportTemplate.edit#xml                          12,0          12          12         0,0           1
report$ReportTemplate.edit.chartEdit#init                2,0           2           2         0,0           1
report$ReportTemplate.edit.chartEdit#load                4,0           4           4         0,0           1
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           1
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           1
report$commonLookup#init                                23,0          23          23         0,0           1
report$commonLookup#inject                               6,0           6           6         0,0           1
report$commonLookup#load                                22,0          22          22         0,0           1
report$commonLookup#ready                                0,0           0           0         0,0           1
report$commonLookup#uiPermissions                        0,0           0           0         0,0           1
report$commonLookup#xml                                  4,0           4           4         0,0           1
report$commonLookup@mainDs                               7,0           7           7         0,0           1
report$inputParameters#init                             79,0          36         122        43,0           2
report$inputParameters#inject                            0,0           0           0         0,0           2
report$inputParameters#load                             22,0          13          31         9,0           2
report$inputParameters#ready                             0,0           0           0         0,0           2
report$inputParameters#uiPermissions                     0,0           0           0         0,0           2
report$inputParameters#xml                               9,5           5          14         4,5           2
securityFrame#xml                                        5,0           5           5         0,0           1
templatesFrame#xml                                       4,0           4           4         0,0           1
windowActions#xml                                        3,0           3           3         0,0           1

Performance Statistics   2016-04-11 11:24:00 - 2016-04-11 11:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:26:00 - 2016-04-11 11:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:28:00 - 2016-04-11 11:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:30:00 - 2016-04-11 11:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:32:00 - 2016-04-11 11:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
chartEdit#xml                                            6,0           6           6         0,0           2
gestionactividades$ActividadAlumnoFactura.browse#init         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#load        27,0          27          27         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#ready         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#xml        10,0          10          10         0,0           1
gestionactividades$ActividadAlumnoFactura.browse@actividadAlumnoFacturasDs        87,0          87          87         0,0           1
report$ReportTemplate.edit#companion                     1,5           1           2         0,5           2
report$ReportTemplate.edit#init                          0,0           0           0         0,0           2
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           6
report$ReportTemplate.edit#load                         66,0          47          85        19,0           2
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           2
report$ReportTemplate.edit#setItem                      14,5           1          28        13,5           2
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           2
report$ReportTemplate.edit#xml                          13,0          13          13         0,0           2
report$ReportTemplate.edit.chartEdit#init                0,5           0           1         0,5           2
report$ReportTemplate.edit.chartEdit#load                3,0           2           4         1,0           2
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           2
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           2
report$inputParameters#init                             48,0          48          48         0,0           1
report$inputParameters#inject                            0,0           0           0         0,0           1
report$inputParameters#load                             15,0          15          15         0,0           1
report$inputParameters#ready                             0,0           0           0         0,0           1
report$inputParameters#uiPermissions                     0,0           0           0         0,0           1
report$inputParameters#xml                               5,0           5           5         0,0           1
windowActions#xml                                        2,0           2           2         0,0           2

Performance Statistics   2016-04-11 11:34:00 - 2016-04-11 11:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
chartEdit#xml                                            4,0           4           4         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#init         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#load        25,0          25          25         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#ready         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#xml        14,0          14          14         0,0           1
gestionactividades$ActividadAlumnoFactura.browse@actividadAlumnoFacturasDs        40,0          40          40         0,0           1
report$ReportTemplate.edit#companion                     1,0           1           1         0,0           1
report$ReportTemplate.edit#init                          0,0           0           0         0,0           1
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           3
report$ReportTemplate.edit#load                         39,0          39          39         0,0           1
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           1
report$ReportTemplate.edit#setItem                      20,0          20          20         0,0           1
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           1
report$ReportTemplate.edit#xml                          11,0          11          11         0,0           1
report$ReportTemplate.edit.chartEdit#init                1,0           1           1         0,0           1
report$ReportTemplate.edit.chartEdit#load                3,0           3           3         0,0           1
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           1
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           1
report$inputParameters#init                              9,0           9           9         0,0           1
report$inputParameters#inject                            0,0           0           0         0,0           1
report$inputParameters#load                              9,0           9           9         0,0           1
report$inputParameters#ready                             0,0           0           0         0,0           1
report$inputParameters#uiPermissions                     0,0           0           0         0,0           1
report$inputParameters#xml                               3,0           3           3         0,0           1
windowActions#xml                                        1,0           1           1         0,0           1

Performance Statistics   2016-04-11 11:36:00 - 2016-04-11 11:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:54:00 - 2016-04-11 11:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2016-04-11 11:56:00 - 2016-04-11 11:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#xml                                          12,0          12          12         0,0           1
chartEdit#xml                                            6,3           5           8         1,2           3
detailsStep#xml                                          3,0           3           3         0,0           1
entityTreeFrame#xml                                      4,0           4           4         0,0           1
formatsFrame#xml                                         2,0           2           2         0,0           1
generalFrame#xml                                         7,0           7           7         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#init         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#inject         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#load        77,0          77          77         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#ready         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#uiPermissions         0,0           0           0         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#xml        64,0          64          64         0,0           1
gestionactividades$ActividadAlumnoFactura.browse@actividadAlumnoFacturasDs        54,0          54          54         0,0           1
localesFrame#xml                                         1,0           1           1         0,0           1
parametersFrame#xml                                      2,0           2           2         0,0           1
regionsStep#xml                                          5,0           5           5         0,0           1
report$Report.edit#companion                             0,0           0           0         0,0           1
report$Report.edit#init                                  3,0           3           3         0,0           1
report$Report.edit#inject                                0,1           0           1         0,3           8
report$Report.edit#load                                 85,0          85          85         0,0           1
report$Report.edit#ready                                 0,0           0           0         0,0           1
report$Report.edit#setItem                              52,0          52          52         0,0           1
report$Report.edit#uiPermissions                         0,0           0           0         0,0           1
report$Report.edit#xml                                   7,0           7           7         0,0           1
report$Report.edit.formatsFrame#load                     0,0           0           0         0,0           1
report$Report.edit.generalFrame#load                     3,0           3           3         0,0           1
report$Report.edit.generalFrame.bandEditor#init          0,0           0           0         0,0           2
report$Report.edit.generalFrame.bandEditor#load          1,0           1           1         0,0           1
report$Report.edit.generalFrame.bandEditor#uiPermissions         0,0           0           0         0,0           2
report$Report.edit.localesFrame#load                     0,0           0           0         0,0           1
report$Report.edit.parametersFrame#load                  0,0           0           0         0,0           1
report$Report.edit.securityFrame#load                    2,0           2           2         0,0           1
report$Report.edit.templatesFrame#load                   0,0           0           0         0,0           1
report$Report.edit@groupsDs                              4,0           4           4         0,0           1
report$Report.edit@lookupRolesDs                        22,0          22          22         0,0           1
report$Report.regionEditor#companion                     3,0           3           3         0,0           1
report$Report.regionEditor#init                         99,0          99          99         0,0           1
report$Report.regionEditor#inject                        0,3           0           1         0,5           3
report$Report.regionEditor#load                         46,0          46          46         0,0           1
report$Report.regionEditor#ready                         0,0           0           0         0,0           1
report$Report.regionEditor#setItem                      27,0          27          27         0,0           1
report$Report.regionEditor#uiPermissions                 0,0           0           0         0,0           1
report$Report.regionEditor#xml                           5,0           5           5         0,0           1
report$Report.regionEditor.entityTreeFrame#load          4,0           4           4         0,0           1
report$Report.regionEditor.entityTreeFrame@reportEntityTreeNodeDs        97,0          97          97         0,0           1
report$Report.regionEditor.windowActions#load            0,0           0           0         0,0           1
report$Report.wizard#companion                           2,0           2           2         0,0           1
report$Report.wizard#init                              347,0         347         347         0,0           1
report$Report.wizard#inject                              0,5           0           2         0,9           4
report$Report.wizard#load                              123,0         123         123         0,0           1
report$Report.wizard#ready                               0,0           0           0         0,0           1
report$Report.wizard#uiPermissions                       0,0           0           0         0,0           1
report$Report.wizard#xml                                36,0          36          36         0,0           1
report$Report.wizard.detailsStep#load                    0,0           0           0         0,0           1
report$Report.wizard.regionsStep#load                    1,0           1           1         0,0           1
report$Report.wizard.saveStep#load                       4,0           4           4         0,0           1
report$ReportTemplate.edit#companion                     1,3           0           2         0,9           3
report$ReportTemplate.edit#init                          0,0           0           0         0,0           3
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           9
report$ReportTemplate.edit#load                         66,7          26          90        28,9           3
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           3
report$ReportTemplate.edit#setItem                      30,0           0          49        21,5           3
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           3
report$ReportTemplate.edit#xml                          23,0           5          45        16,6           3
report$ReportTemplate.edit.chartEdit#init                1,3           1           2         0,5           3
report$ReportTemplate.edit.chartEdit#load                4,3           2           6         1,7           3
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           3
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           3
report$inputParameters#init                              7,0           7           7         0,0           1
report$inputParameters#inject                            0,0           0           0         0,0           1
report$inputParameters#load                             15,0          15          15         0,0           1
report$inputParameters#ready                             0,0           0           0         0,0           1
report$inputParameters#uiPermissions                     0,0           0           0         0,0           1
report$inputParameters#xml                               5,0           5           5         0,0           1
saveStep#xml                                             4,0           4           4         0,0           1
securityFrame#xml                                        3,0           3           3         0,0           1
templatesFrame#xml                                       2,0           2           2         0,0           1
windowActions#xml                                        2,5           1           5         1,5           4

Performance Statistics   2016-04-11 11:58:00 - 2016-04-11 12:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#xml                                           7,0           5           9         2,0           2
chartEdit#xml                                            4,0           4           4         0,0           1
detailsStep#xml                                          3,0           3           3         0,0           1
entityTreeFrame#xml                                      3,0           2           4         0,8           3
formatsFrame#xml                                         1,5           1           2         0,5           2
generalFrame#xml                                         4,0           3           5         1,0           2
localesFrame#xml                                         1,5           1           2         0,5           2
parametersFrame#xml                                      2,5           2           3         0,5           2
regionsStep#xml                                          3,0           3           3         0,0           1
report$Report.edit#companion                             0,0           0           0         0,0           2
report$Report.edit#init                                  2,5           2           3         0,5           2
report$Report.edit#inject                                0,2           0           3         0,7          16
report$Report.edit#load                                 86,0          47         125        39,0           2
report$Report.edit#ready                                 0,0           0           0         0,0           2
report$Report.edit#setItem                              20,5          19          22         1,5           2
report$Report.edit#uiPermissions                         0,0           0           0         0,0           2
report$Report.edit#xml                                  20,5           4          37        16,5           2
report$Report.edit.formatsFrame#load                     0,5           0           1         0,5           2
report$Report.edit.generalFrame#load                     5,5           3           8         2,5           2
report$Report.edit.generalFrame.bandEditor#init          0,0           0           0         0,0           4
report$Report.edit.generalFrame.bandEditor#load          3,5           2           5         1,5           2
report$Report.edit.generalFrame.bandEditor#uiPermissions         0,0           0           0         0,0           4
report$Report.edit.localesFrame#load                     0,0           0           0         0,0           2
report$Report.edit.parametersFrame#load                  1,0           0           2         1,0           2
report$Report.edit.securityFrame#load                    0,5           0           1         0,5           2
report$Report.edit.templatesFrame#load                   0,0           0           0         0,0           2
report$Report.edit@groupsDs                              6,0           4           8         2,0           2
report$Report.edit@lookupRolesDs                         5,0           4           6         1,0           2
report$Report.regionEditor#companion                     1,3           1           2         0,5           3
report$Report.regionEditor#init                         14,3           1          38        16,8           3
report$Report.regionEditor#inject                        0,9           0           5         1,7           9
report$Report.regionEditor#load                         25,3          23          27         1,7           3
report$Report.regionEditor#ready                         0,0           0           0         0,0           3
report$Report.regionEditor#setItem                       0,3           0           1         0,5           3
report$Report.regionEditor#uiPermissions                 0,0           0           0         0,0           3
report$Report.regionEditor#xml                           4,7           4           5         0,5           3
report$Report.regionEditor.entityTreeFrame#load          1,3           1           2         0,5           3
report$Report.regionEditor.entityTreeFrame@reportEntityTreeNodeDs        13,7           0          38        17,2           3
report$Report.regionEditor.windowActions#load            0,0           0           0         0,0           3
report$Report.wizard#companion                           2,0           2           2         0,0           1
report$Report.wizard#init                               36,0          36          36         0,0           1
report$Report.wizard#inject                              0,0           0           0         0,0           4
report$Report.wizard#load                               51,0          51          51         0,0           1
report$Report.wizard#ready                               0,0           0           0         0,0           1
report$Report.wizard#uiPermissions                       0,0           0           0         0,0           1
report$Report.wizard#xml                                12,0          12          12         0,0           1
report$Report.wizard.detailsStep#load                    0,0           0           0         0,0           1
report$Report.wizard.regionsStep#load                    0,0           0           0         0,0           1
report$Report.wizard.saveStep#load                       4,0           4           4         0,0           1
report$Report.wizard@groupsDs                           15,5          15          16         0,5           2
report$ReportTemplate.edit#companion                     1,0           1           1         0,0           1
report$ReportTemplate.edit#init                          0,0           0           0         0,0           1
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           3
report$ReportTemplate.edit#load                         36,0          36          36         0,0           1
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           1
report$ReportTemplate.edit#setItem                      15,0          15          15         0,0           1
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           1
report$ReportTemplate.edit#xml                          10,0          10          10         0,0           1
report$ReportTemplate.edit.chartEdit#init                1,0           1           1         0,0           1
report$ReportTemplate.edit.chartEdit#load                2,0           2           2         0,0           1
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           1
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           1
report$commonLookup#init                                21,7          13          27         6,2           3
report$commonLookup#inject                               0,7           0           2         0,9           3
report$commonLookup#load                                 8,0           6           9         1,4           3
report$commonLookup#ready                                0,0           0           0         0,0           3
report$commonLookup#uiPermissions                        0,0           0           0         0,0           3
report$commonLookup#xml                                  2,7           1           4         1,2           3
report$commonLookup@mainDs                               6,3           4           8         1,7           3
report$inputParameters#init                              1,0           0           2         1,0           2
report$inputParameters#inject                            0,0           0           0         0,0           2
report$inputParameters#load                              9,5           6          13         3,5           2
report$inputParameters#ready                             0,0           0           0         0,0           2
report$inputParameters#uiPermissions                     0,0           0           0         0,0           2
report$inputParameters#xml                               3,5           2           5         1,5           2
saveStep#xml                                             5,0           5           5         0,0           1
securityFrame#xml                                        3,5           2           5         1,5           2
templatesFrame#xml                                       2,0           1           3         1,0           2
windowActions#xml                                        1,5           1           2         0,5           4

Performance Statistics   2016-04-11 12:00:00 - 2016-04-11 12:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
chartEdit#xml                                            6,0           6           6         0,0           1
report$ReportTemplate.edit#companion                     3,0           3           3         0,0           1
report$ReportTemplate.edit#init                          0,0           0           0         0,0           1
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           3
report$ReportTemplate.edit#load                         46,0          46          46         0,0           1
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           1
report$ReportTemplate.edit#setItem                      25,0          25          25         0,0           1
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           1
report$ReportTemplate.edit#xml                          10,0          10          10         0,0           1
report$ReportTemplate.edit.chartEdit#init                1,0           1           1         0,0           1
report$ReportTemplate.edit.chartEdit#load                4,0           4           4         0,0           1
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           1
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           1
windowActions#xml                                        3,0           3           3         0,0           1

Performance Statistics   2016-04-11 12:02:00 - 2016-04-11 12:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#xml                                          30,7           5          82        36,3           3
chartEdit#xml                                            4,0           2           6         2,0           2
formatsFrame#xml                                         1,7           1           2         0,5           3
generalFrame#xml                                         3,7           3           4         0,5           3
localesFrame#xml                                         1,3           1           2         0,5           3
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        1,0           1           1         0,0           1
mainWindow#load                                         43,0          43          43         0,0           1
mainWindow#ready                                         0,0           0           0         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                          35,0          35          35         0,0           1
parametersFrame#xml                                      2,0           1           3         0,8           3
report$Report.browse#init                                0,0           0           0         0,0           1
report$Report.browse#inject                              1,0           1           1         0,0           1
report$Report.browse#load                               22,0          22          22         0,0           1
report$Report.browse#ready                               0,0           0           0         0,0           1
report$Report.browse#uiPermissions                       0,0           0           0         0,0           1
report$Report.browse#xml                                 6,0           6           6         0,0           1
report$Report.browse@reportDs                           15,0          15          15         0,0           1
report$Report.edit#companion                             0,0           0           0         0,0           3
report$Report.edit#init                                  4,0           2           6         1,6           3
report$Report.edit#inject                                1,9           0          23         5,6          24
report$Report.edit#load                                102,3          44         138        41,6           3
report$Report.edit#ready                                 0,0           0           0         0,0           3
report$Report.edit#setItem                              24,0          16          29         5,7           3
report$Report.edit#uiPermissions                         0,0           0           0         0,0           3
report$Report.edit#xml                                   6,7           3          12         3,9           3
report$Report.edit.formatsFrame#load                     0,0           0           0         0,0           3
report$Report.edit.generalFrame#load                     4,7           3           8         2,4           3
report$Report.edit.generalFrame.bandEditor#init          0,0           0           0         0,0           6
report$Report.edit.generalFrame.bandEditor#load          2,7           1           5         1,7           3
report$Report.edit.generalFrame.bandEditor#uiPermissions         0,0           0           0         0,0           6
report$Report.edit.localesFrame#load                     0,0           0           0         0,0           3
report$Report.edit.parametersFrame#load                  0,0           0           0         0,0           3
report$Report.edit.securityFrame#load                    0,3           0           1         0,5           3
report$Report.edit.templatesFrame#load                   0,0           0           0         0,0           3
report$Report.edit@groupsDs                              6,3           5           8         1,2           3
report$Report.edit@lookupRolesDs                         7,0           5          11         2,8           3
report$ReportTemplate.edit#companion                     1,0           1           1         0,0           2
report$ReportTemplate.edit#init                          0,0           0           0         0,0           2
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           6
report$ReportTemplate.edit#load                         31,5          22          41         9,5           2
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           2
report$ReportTemplate.edit#setItem                       0,0           0           0         0,0           2
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           2
report$ReportTemplate.edit#xml                           7,5           5          10         2,5           2
report$ReportTemplate.edit.chartEdit#init                0,5           0           1         0,5           2
report$ReportTemplate.edit.chartEdit#load                2,5           1           4         1,5           2
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           2
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           2
securityFrame#xml                                        2,7           2           4         0,9           3
templatesFrame#xml                                       1,3           1           2         0,5           3
windowActions#xml                                        1,5           1           2         0,5           2

Performance Statistics   2016-04-11 12:04:00 - 2016-04-11 12:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#xml                                           5,0           5           5         0,0           1
chartEdit#xml                                            4,5           2           7         2,5           2
formatsFrame#xml                                         2,0           2           2         0,0           1
generalFrame#xml                                         3,0           3           3         0,0           1
gestionactividades$ActividadAlumnoFactura.browse#init         0,0           0           0         0,0           5
gestionactividades$ActividadAlumnoFactura.browse#inject         0,0           0           0         0,0           5
gestionactividades$ActividadAlumnoFactura.browse#load        22,4          20          24         1,4           5
gestionactividades$ActividadAlumnoFactura.browse#ready         0,0           0           0         0,0           5
gestionactividades$ActividadAlumnoFactura.browse#uiPermissions         0,0           0           0         0,0           5
gestionactividades$ActividadAlumnoFactura.browse#xml         7,2           5           9         1,5           5
gestionactividades$ActividadAlumnoFactura.browse@actividadAlumnoFacturasDs        57,4          39          77        14,6           5
localesFrame#xml                                         1,0           1           1         0,0           1
parametersFrame#xml                                      2,0           2           2         0,0           1
report$Report.edit#companion                             0,0           0           0         0,0           1
report$Report.edit#init                                  2,0           2           2         0,0           1
report$Report.edit#inject                                0,0           0           0         0,0           8
report$Report.edit#load                                 49,0          49          49         0,0           1
report$Report.edit#ready                                 0,0           0           0         0,0           1
report$Report.edit#setItem                              12,0          12          12         0,0           1
report$Report.edit#uiPermissions                         0,0           0           0         0,0           1
report$Report.edit#xml                                   4,0           4           4         0,0           1
report$Report.edit.formatsFrame#load                     0,0           0           0         0,0           1
report$Report.edit.generalFrame#load                     3,0           3           3         0,0           1
report$Report.edit.generalFrame.bandEditor#init          0,0           0           0         0,0           2
report$Report.edit.generalFrame.bandEditor#load          2,0           2           2         0,0           1
report$Report.edit.generalFrame.bandEditor#uiPermissions         0,0           0           0         0,0           2
report$Report.edit.localesFrame#load                     0,0           0           0         0,0           1
report$Report.edit.parametersFrame#load                  0,0           0           0         0,0           1
report$Report.edit.securityFrame#load                    0,0           0           0         0,0           1
report$Report.edit.templatesFrame#load                   0,0           0           0         0,0           1
report$Report.edit@groupsDs                              5,0           5           5         0,0           1
report$Report.edit@lookupRolesDs                         4,0           4           4         0,0           1
report$ReportTemplate.edit#companion                     1,5           1           2         0,5           2
report$ReportTemplate.edit#init                          0,0           0           0         0,0           2
report$ReportTemplate.edit#inject                        0,0           0           0         0,0           6
report$ReportTemplate.edit#load                         36,5          24          49        12,5           2
report$ReportTemplate.edit#ready                         0,0           0           0         0,0           2
report$ReportTemplate.edit#setItem                       5,5           0          11         5,5           2
report$ReportTemplate.edit#uiPermissions                 0,0           0           0         0,0           2
report$ReportTemplate.edit#xml                           7,5           4          11         3,5           2
report$ReportTemplate.edit.chartEdit#init                0,5           0           1         0,5           2
report$ReportTemplate.edit.chartEdit#load                2,5           2           3         0,5           2
report$ReportTemplate.edit.chartEdit#uiPermissions         0,0           0           0         0,0           2
report$ReportTemplate.edit.windowActions#load            0,0           0           0         0,0           2
report$inputParameters#init                             38,0           7         151        56,5           5
report$inputParameters#inject                            0,0           0           0         0,0           5
report$inputParameters#load                             10,8           9          13         1,3           5
report$inputParameters#ready                             0,0           0           0         0,0           5
report$inputParameters#uiPermissions                     0,0           0           0         0,0           5
report$inputParameters#xml                               4,0           2           6         1,4           5
securityFrame#xml                                        1,0           1           1         0,0           1
templatesFrame#xml                                       1,0           1           1         0,0           1
windowActions#xml                                        1,5           1           2         0,5           2

Performance Statistics   2016-04-11 12:06:00 - 2016-04-11 12:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#xml                                           6,5           3          10         3,5           2
chartEdit#xml                                            6,0           6           6         0,0           1
formatsFrame#xml                                         1,0           1           1         0,0           2
generalFrame#xml                                         3,5           2           5         1,5           2
